Time,MM,DD,hh,T_dry,T_wb,w,P,RH,T_dp,ghi,dni,dhi,v_wind
2002/06/13 @ 07:00:00,6,13,7,24.7,22.77,0.016753298025174775,100.61,0.85,22.02,26.05,4,25,2.0
2002/06/13 @ 08:00:00,6,13,8,25.1,22.47,0.01613308777932208,100.64,0.8,21.42,81.87,6,79,1.3
2002/06/13 @ 09:00:00,6,13,9,27.3,23.5,0.016782585381525463,100.62,0.73,22.04,172.59,13,164,1.6
2002/06/13 @ 10:00:00,6,13,10,28.6,24.06,0.017121615737611617,100.6,0.69,22.36,331.29,48,293,1.8
2002/06/13 @ 11:00:00,6,13,11,29.6,24.47,0.01735853491959055,100.58,0.66,22.58,518.4,154,383,2.2
2002/06/13 @ 12:00:00,6,13,12,30.9,24.76,0.017282811450272845,100.53,0.61,22.51,652.06,309,374,2.1
2002/06/13 @ 13:00:00,6,13,13,31.3,24.75,0.017096453656956317,100.48,0.59,22.34,650.93,339,360,2.2
2002/06/13 @ 14:00:00,6,13,14,31.4,24.65,0.01689725040216088,100.43,0.58,22.15,547.56,257,353,2.3
2002/06/13 @ 15:00:00,6,13,15,30.5,24.41,0.016881699572849237,100.41,0.61,22.13,405.93,159,310,2.1
2002/06/13 @ 16:00:00,6,13,16,29.4,24.12,0.016887082690590017,100.39,0.65,22.14,248.56,75,218,2.0
