Time,MM,DD,hh,T_dry,T_wb,w,P,RH,T_dp,ghi,dni,dhi,v_wind
2002/01/07 @ 10:00:00,1,7,10,20.0,18.86,0.013252992674350803,101.25,0.9,18.33,231.09,16,218,4.6
2002/01/07 @ 11:00:00,1,7,11,20.0,18.86,0.013252992674350803,101.25,0.9,18.33,283.59,17,268,4.6
2002/01/07 @ 12:00:00,1,7,12,20.0,18.75,0.013102634940793903,101.25,0.89,18.15,318.44,18,301,4.6
2002/01/07 @ 13:00:00,1,7,13,19.4,18.17,0.012613655972532641,101.25,0.89,17.56,333.47,17,317,5.1
2002/01/07 @ 14:00:00,1,7,14,19.4,17.35,0.011603062238107925,101.25,0.82,16.27,288.09,11,278,4.6
2002/01/07 @ 15:00:00,1,7,15,19.4,17.35,0.011603062238107925,101.25,0.82,16.27,229.73,7,224,4.1
2002/01/07 @ 16:00:00,1,7,16,20.0,17.56,0.011602963389978039,101.25,0.79,16.27,161.71,4,159,4.1
2002/01/07 @ 17:00:00,1,7,17,18.9,16.76,0.011100845853494072,101.25,0.81,15.6,129.03,4,127,4.1
2002/01/07 @ 18:00:00,1,7,18,18.3,16.08,0.010550228885923498,101.25,0.8,14.82,60.31,1,60,4.1
2002/01/07 @ 19:00:00,1,7,19,18.3,15.97,0.010416142375246852,101.25,0.79,14.63,22.0,0,22,4.1
2002/01/07 @ 20:00:00,1,7,20,17.8,15.95,0.01060792632077713,101.25,0.83,14.9,0.0,0,0,4.6
2002/01/07 @ 21:00:00,1,7,21,18.3,16.43,0.01095282981723431,101.25,0.83,15.39,0.0,0,0,5.1
2002/01/07 @ 22:00:00,1,7,22,18.9,17.0,0.011379956028952134,101.25,0.83,15.98,0.0,0,0,5.1
2002/01/07 @ 23:00:00,1,7,23,20.0,17.92,0.012052120615092782,101.25,0.82,16.86,0.0,0,0,5.7
2002/01/08 @ 00:00:00,1,8,0,20.0,17.8,0.011902330794012532,101.25,0.81,16.67,0.0,0,0,6.2
2002/01/08 @ 01:00:00,1,8,1,20.6,18.37,0.012361030506502124,101.25,0.81,17.25,0.0,0,0,6.7
2002/01/08 @ 02:00:00,1,8,2,21.1,18.46,0.012273585696797484,101.25,0.78,17.14,0.0,0,0,6.7
2002/01/08 @ 03:00:00,1,8,3,22.2,18.83,0.012286731952531603,101.25,0.73,17.16,0.0,0,0,6.7
2002/01/08 @ 04:00:00,1,8,4,22.2,18.16,0.01142970937085898,101.25,0.68,16.04,0.0,0,0,6.7
2002/01/08 @ 05:00:00,1,8,5,23.3,19.15,0.012234016039487884,101.25,0.68,17.09,0.0,0,0,7.7
2002/01/08 @ 06:00:00,1,8,6,25.0,20.67,0.013577009556855401,101.25,0.68,18.7,0.0,0,0,8.2
2002/01/08 @ 07:00:00,1,8,7,23.9,19.83,0.01288430091220184,101.25,0.69,17.89,121.28,308,25,8.7
2002/01/08 @ 08:00:00,1,8,8,25.0,20.52,0.013373054523525222,101.25,0.67,18.47,164.77,63,133,9.3
2002/01/08 @ 09:00:00,1,8,9,25.0,20.38,0.013169230356819776,101.25,0.66,18.23,193.55,23,178,9.3
2002/01/08 @ 10:00:00,1,8,10,26.1,20.74,0.013207059688920825,101.25,0.62,18.27,201.98,11,193,10.3
2002/01/08 @ 11:00:00,1,8,11,26.7,21.1,0.013467875855577906,101.25,0.61,18.58,243.08,11,233,10.8
2002/01/08 @ 12:00:00,1,8,12,26.7,21.26,0.013693521782056932,101.25,0.62,18.84,350.26,23,328,10.8
2002/01/08 @ 13:00:00,1,8,13,26.7,21.58,0.014145294760979945,101.25,0.64,19.34,403.99,32,373,10.8
2002/01/08 @ 14:00:00,1,8,14,25.6,21.36,0.014293501915159516,101.25,0.69,19.51,368.02,24,346,11.3
2002/01/08 @ 15:00:00,1,8,15,25.0,20.67,0.013577009556855401,101.25,0.68,18.7,234.73,7,229,11.8
2002/01/08 @ 16:00:00,1,8,16,25.0,21.11,0.01418966111816579,101.25,0.71,19.39,123.36,2,122,12.3
2002/01/08 @ 17:00:00,1,8,17,23.9,20.39,0.01364760680624438,101.25,0.73,18.79,87.51,1,87,11.3
2002/01/08 @ 18:00:00,1,8,18,22.2,19.1,0.012630190736208238,101.25,0.75,17.58,11.0,0,11,11.3
2002/01/08 @ 19:00:00,1,8,19,22.8,19.78,0.013287734739602767,101.25,0.76,18.37,0.0,0,0,10.3
2002/01/08 @ 20:00:00,1,8,20,22.8,19.78,0.013287734739602767,101.25,0.76,18.37,0.0,0,0,10.3
2002/01/08 @ 21:00:00,1,8,21,22.8,19.78,0.013287734739602767,101.25,0.76,18.37,0.0,0,0,10.3
2002/01/08 @ 22:00:00,1,8,22,22.8,19.52,0.012930787410290587,101.59,0.74,17.95,0.0,0,0,9.8
2002/01/08 @ 23:00:00,1,8,23,22.8,19.52,0.012930787410290587,101.59,0.74,17.95,0.0,0,0,8.7
2002/01/09 @ 00:00:00,1,9,0,22.2,18.7,0.012115141943728095,101.59,0.72,16.94,0.0,0,0,8.2
2002/01/09 @ 01:00:00,1,9,1,21.7,18.11,0.011577945325139564,101.59,0.71,16.24,0.0,0,0,7.7
2002/01/09 @ 02:00:00,1,9,2,21.1,17.7,0.011312291489454429,101.59,0.72,15.88,0.0,0,0,7.2
2002/01/09 @ 03:00:00,1,9,3,20.6,17.11,0.010808456878000843,101.59,0.71,15.19,0.0,0,0,6.2
2002/01/09 @ 04:00:00,1,9,4,20.0,16.7,0.01055740072223892,101.93,0.72,14.83,0.0,0,0,6.2
2002/01/09 @ 05:00:00,1,9,5,20.0,16.95,0.010855780599440184,101.93,0.74,15.26,0.0,0,0,6.2
