Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/08 @ 19:00:00;1;8;19;-1.1;-1.87;100.24;86;-2.9;0;0;0;1
2002/01/08 @ 20:00:00;1;8;20;-2.2;-2.66;99.9;91;-3.32;0;0;0;1
2002/01/08 @ 21:00:00;1;8;21;-2.2;-2.82;99.9;88;-3.71;0;0;0;1
2002/01/08 @ 22:00:00;1;8;22;-1.7;-2.07;99.9;93;-2.56;0;0;0;1
2002/01/08 @ 23:00:00;1;8;23;-2.8;-3;99.9;96;-3.28;0;0;0;0
2002/01/09 @ 00:00:00;1;9;0;-1.7;-1.91;99.9;96;-2.18;0;0;0;1.5
2002/01/09 @ 01:00:00;1;9;1;-1.1;-1.37;99.9;95;-1.71;0;0;0;2.1
2002/01/09 @ 02:00:00;1;9;2;-0.6;-1.1;100.24;91;-1.73;0;0;0;3.1
2002/01/09 @ 03:00:00;1;9;3;1.1;0.74;100.24;94;0.22;0;0;0;2.6
2002/01/09 @ 04:00:00;1;9;4;1.1;0.74;100.24;94;0.22;0;0;0;3.1
2002/01/09 @ 05:00:00;1;9;5;2.2;1.95;100.58;96;1.62;0;0;0;3.1
2002/01/09 @ 06:00:00;1;9;6;4.4;3.99;100.58;94;3.53;0;0;0;3.6
2002/01/09 @ 07:00:00;1;9;7;4.4;3.58;100.58;88;2.59;0;0;0;3.6
2002/01/09 @ 08:00:00;1;9;8;4.4;3.58;100.58;88;2.59;156;0;156;4.1
2002/01/09 @ 09:00:00;1;9;9;3.9;2.68;100.58;82;1.1;241.83;328;162;3.1
2002/01/09 @ 10:00:00;1;9;10;3.9;2.13;100.58;74;-0.27;311.37;515;142;3.1
2002/01/09 @ 11:00:00;1;9;11;2.8;0.91;100.58;71;-1.7;374.99;610;147;2.1
2002/01/09 @ 12:00:00;1;9;12;4.4;2.38;100.58;71;-0.34;323.09;499;136;2.1
2002/01/09 @ 13:00:00;1;9;13;3.9;2.41;100.92;78;0.4;270.38;284;176;2.6
2002/01/09 @ 14:00:00;1;9;14;2.8;1.51;100.92;80;-0.26;225.47;243;165;2.1
2002/01/09 @ 15:00:00;1;9;15;-2.8;-3.5;100.58;86;-4.58;161.38;241;130;1.5
2002/01/09 @ 16:00:00;1;9;16;-4.4;-5.13;100.58;84;-6.43;78;292;78;1.5
2002/01/09 @ 17:00:00;1;9;17;-7.2;-7.51;100.58;92;-8.15;0;0;0;1.5
2002/01/09 @ 18:00:00;1;9;18;-9.4;-9.57;100.58;95;-9.98;0;0;0;1.5
2002/01/09 @ 19:00:00;1;9;19;-11.1;-11.43;100.58;89;-12.39;0;0;0;1.5
2002/01/09 @ 20:00:00;1;9;20;-12.8;-12.91;100.58;96;-13.25;0;0;0;2.1
2002/01/09 @ 21:00:00;1;9;21;-12.2;-12.45;100.58;91;-13.24;0;0;0;2.1
2002/01/09 @ 22:00:00;1;9;22;-11.1;-11.43;100.58;89;-12.39;0;0;0;2.1
