Time;MM;DD;hh;T_dry;T_wb;P;RH;T_dp;ghi;dni;dhi;v_wind
2002/01/07 @ 13:00:00;1;7;13;2;-0.3;102.01;63;-3.8;96.02;18;91;2.1
2002/01/07 @ 14:00:00;1;7;14;2.2;-0.01;101.91;65;-3.26;79.18;18;75;2.3
2002/01/07 @ 15:00:00;1;7;15;2.2;-0.01;101.83;65;-3.26;43.8;12;42;2.3
2002/01/07 @ 16:00:00;1;7;16;1.8;-0.23;101.79;67;-3.24;33.94;131;29;2.3
2002/01/07 @ 17:00:00;1;7;17;1.6;-0.35;101.89;68;-3.24;0;0;0;1.7
2002/01/07 @ 18:00:00;1;7;18;1.7;-0.14;101.91;70;-2.81;0;0;0;1.4
2002/01/07 @ 19:00:00;1;7;19;1.9;0.23;101.9;73;-2.14;0;0;0;1.2
2002/01/07 @ 20:00:00;1;7;20;3.4;2.35;102.19;84;0.94;0;0;0;1.5
2002/01/07 @ 21:00:00;1;7;21;4.5;4.23;102.19;96;3.93;0;0;0;2.1
2002/01/07 @ 22:00:00;1;7;22;4.4;4.06;102;95;3.68;0;0;0;2.2
2002/01/07 @ 23:00:00;1;7;23;4.4;3.86;102.28;92;3.22;0;0;0;1.9
2002/01/08 @ 00:00:00;1;8;0;5.2;4.43;102.21;89;3.54;0;0;0;0.5
2002/01/08 @ 01:00:00;1;8;1;4.4;3.65;102.29;89;2.75;0;0;0;1.3
2002/01/08 @ 02:00:00;1;8;2;4.3;3.83;102.42;93;3.27;0;0;0;1.9
2002/01/08 @ 03:00:00;1;8;3;4.4;4.06;102.3;95;3.68;0;0;0;2.1
2002/01/08 @ 04:00:00;1;8;4;4.2;3.93;102.34;96;3.63;0;0;0;1.8
2002/01/08 @ 05:00:00;1;8;5;3.9;3.7;102.37;97;3.47;0;0;0;1.9
2002/01/08 @ 06:00:00;1;8;6;3.8;3.6;102.37;97;3.37;0;0;0;1.9
2002/01/08 @ 07:00:00;1;8;7;3.6;3.4;102.4;97;3.17;0;0;0;2.1
2002/01/08 @ 08:00:00;1;8;8;2.9;2.71;102.43;97;2.47;2;0;2;2.1
2002/01/08 @ 09:00:00;1;8;9;2.3;2.12;102.45;97;1.87;78.07;242;58;2
2002/01/08 @ 10:00:00;1;8;10;2.6;2.35;102.44;96;2.02;162.15;432;82;2.1
2002/01/08 @ 11:00:00;1;8;11;3.9;3.5;102.44;94;3.03;211.55;417;105;2.2
2002/01/08 @ 12:00:00;1;8;12;4.9;4.42;102.46;93;3.87;229.61;370;123;2.3
2002/01/08 @ 13:00:00;1;8;13;5.7;4.84;102.49;88;3.88;217.34;332;124;2.8
2002/01/08 @ 14:00:00;1;8;14;5.9;4.89;102.47;86;3.75;171.23;269;108;2.8
2002/01/08 @ 15:00:00;1;8;15;5.8;4.57;102.63;83;3.14;86.91;104;71;2.9
